Code,f1_Code,f2_Subset,f3_Datasource,f4_Authors,f5_MAreaD,f6_MAreaH,f7_Family,f8_Glottocode,f9_ISO,f10_Genus,f11_Languagename,f12_Reconstructed,f13_Source_form,f14_Source_meaning,f15_Source_meaning_simp,f16_Source_Labelgroup,f17_Target_form,f18_Target_meaning,f19_Target_meaning_simp,f20_Target_Labelgroup,f21_Ex,f22_Ex_gloss,f23_Ex_translation,f24_Ex_reference,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
,22007,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,zhuó < 着(著) >,"'adhere, attach' [V]",'adhere',LEXICAL,-zhe < 着 >,"DURATIVE suffix, IMPERFECTIVE suffix",DURATIVE,ASPECT,tā zài chuáng-shàng tǎng-zhe.,3sg LOC bed-on lie-DUR,'She/he is lying on the bed.',Sun & Bisang 2020: 632,,3,2,3,3,3,4,4,1,1,0,1,1,1,1,1,0
,22008,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,zài < 在 >,"'exist, be PRESENT, be there' [V] ",EXIST,COPULAIC,zài < 在 >,LOCATIVE preposition,LOCATIVE,CASE/ADPOSITION,tā zài chuáng-shàng tǎng-zhe.,3sg LOC bed-on lie-DUR,'She/he is lying on the bed.',Sun & Bisang 2020: 632,,3,2,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,22009,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,zài < 在 >,"'exist, be PRESENT, be there' [V] ",EXIST,COPULAIC,zài < 在 >,PROGRESSIVE aspect marker,PROGRESSIVE,ASPECT,tā zài dǎ lánqiú.,3sg PROG play basketball,'She/he is playing basketball.',Sun & Bisang 2020: 632,,3,2,3,1,1,2,4,1,1,0,1,0,0,1,1,0
,22010,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,guò < 过(過) >,"'cross, pass through, pass by' [V] ",'cross',LEXICAL,-guo < 过(過) >,EXPERIENTIAL aspect suffix,EXPERIENTIAL,ASPECT,tā shuāi-duàn-guo tui.,3sg fall-break-EXP leg,'She/he fell and broke her/his leg (once).',Sun & Bisang (personal communication),,3,2,3,3,2,4,4,1,1,0,1,1,1,1,1,0
,22011,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,dào < 到 >,"'arrive, reach' [V] ",'arrive',LEXICAL,dào < 到 >,RESULTATIVE complement,RESULTATIVE (ASPECT),ASPECT,tā kàn-dào-le nà fú huà.,3sg look-arrive-PFV that NCL picuture,'She/he has seen that picture.',Sun & Bisang (personal communication),"As a RESULTATIVE complement, dào is not always addressable. Compared to wán 'finish', it has a more abstract meaning in many RESULTATIVE constructions. RESULTATIVE complements are referred to as ""bound lexical root"" (Packard 2011)",2,2,2,3,2,2,3,1,1,0,1,1,1,1,1,0
,22012,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,dào < 到 >,"'arrive, reach' [V] ",'arrive',LEXICAL,dào < 到 >,"preposition/coverb 'until, til'",UNTIL (CASE/CONJUNCTION),CASE/ADPOSITION,tā bìxū gōngzuò dào wǎnshàng.,3sg must work until evening,'She/he has to work until the evening.',Sun & Bisang (personal communication),,3,2,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,22013,30 Sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,yào < 要 >,"'want, require, desire' ",'want',LEXICAL,yào < 要 >,"modal auxiliary (dynamic, deontic, epistemic)",D-NECESSITY,MODALITY,xuéshēng-men yào bādiǎn yǐqián dào xiào.,pupil-PL must 8_o'clock before reach school,'Pupils must reach the school before 8 o'clock.',Sun & Bisang 2020: 635,,3,2,2,1,2,2,2,1,1,0,1,0,1,1,1,0
,22014,30 Sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,yào < 要 >,"'want, require, desire' ",'want',LEXICAL,yào < 要 >,FUTURE auxiliary,FUTURE,TENSE,yào xiàyŭ la.,FUT rain PTCL,'It will rain.',Sun & Bisang (personal communication),,3,2,3,1,2,2,2,1,1,0,1,0,1,1,1,0
,22015,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,néng < 能 >,'bear' [V],'bear',LEXICAL,néng < 能 >,"modal auxiliary (dynamic, deontic, epistemic)",PI-POSSIBILITY,MODALITY,tā néng yóuyŏng.,3sg can swim,'She/he can swim.',Sun & Bisang (personal communication),,3,2,2,1,2,2,2,1,1,0,1,0,1,1,1,0
,22016,30 Sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,gěi < 给 >,'give','give',LEXICAL,gěi < 给 >,"preposition/coverb 'to, for'",RECIPIENT (CASE),CASE/ADPOSITION,tā dài-le táng gěi Zhāngsān.,3sg bring-PFV candy to/for Zhangsan,'She/he brought candies to Zhangsan.',Sun & Bisang (personal communication),,3,2,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,22017,30 Sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,gěi < 给 >,'give','give',LEXICAL,gěi < 给 >,"CAUSATIVE, PASSIVE",PASSIVE,VALENCY CHANGE,Zhāngsān ràng rén gěi dǎ le.,Zhangsan let people GEI beat ASP,'Zhangsan was beaten by some people.',Sun & Bisang (personal communication),,3,2,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,22018,30 Sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,lái < 来 >,'(cause to) come','come',LEXICAL,lái < 来 >,VENITIVE DIRECTIONAL marker,VENITIVE,VERBAL DEIXIS,Zhāngsān zǒu-jìn-lái le.,Zhangsan walk-enter-come ASP,'Zhangsan entered (toward the speaker/deictic center).',Sun & Bisang 2020: 624,,2,2,2,1,1,2,3,1,1,0,1,0,0,1,1,0
,22019,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,shŏu < 手 >,'hand' (body part),'hand',LEXICAL,shŏu < 手 >,numeral CLASSIFIER,CLASSIFIER,NOUN CLASSIFICATION,yī shŏu hǎo qí,one NCL good chess,"'a good chess-play, (be good at playing) chess'",Sun & Bisang (personal communication),,3,2,2,1,2,3,4,1,1,0,1,0,1,1,1,0
,22020,30 Sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,shì < 是 >,"'follow, conform to, etc.' (also als demonstrative)",'follow',LEXICAL,shì < 是 >,"COPULA (& FOCUS marker, verbal anaphor 'be so')",COPULA,COPULAIC,Lǔxùn shì Shàoxīng rén.,Luxun COP Shaoxing person,'Luxun is a Shaoxing person.',Sun & Bisang 2020: 642,,3,2,2,1,3,2,2,1,1,0,1,0,1,1,1,0
,22021,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,yī <一 >,'one','one',LEXICAL,yi <一 >,"all, whole'",'all',QUANTIFICATION,yī jiā rén qù lǚxíng.,one NCL.family people go travel,'The whole family goes on a journey.',Sun & Bisang (personal communication),,2,2,2,1,1,2,3,1,1,0,0,0,0,1,1,0
,22022,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,jiàn < 见 >,'see','see',LEXICAL,jiàn < 见 >,RESULTATIVE complement ,RESULTATIVE (ASPECT),ASPECT,tā tīng-jiàn yŏu rén chànggē. ,3sg listen-see there.be people sing,'She/he heard people singing.',Sun & Bisang (personal communication),,2,2,2,3,2,2,3,1,1,0,1,1,1,1,1,0
,22023,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,rén < 人 >,"'man, people, human'",'man',LEXICAL,rén < 人 >,pronoun (3rd or 1st),PERSONAL PRONOUN,PRONOUN/PROVERB,rén xiànzài bù xiăng qù le.,3sg now not want go ASP,'Now she/he doesn't want to go any more.',Sun & Bisang (personal communication),,2,2,2,1,1,1,4,1,1,0,1,0,0,0,1,0
,22024,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,tóu < 头 >,'head','head',LEXICAL,tóu < 头 >,numeral CLASSIFIER,CLASSIFIER,NOUN CLASSIFICATION,yī tóu wùshuĭ,one NCL confusion,'a state of confusion',Sun & Bisang (personal communication),,3,2,2,1,2,3,4,1,1,0,1,0,1,1,1,0
,22025,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,qù < 去 >,'go','go',LEXICAL,qù < 去 >,VENITIVE DIRECTIONAL marker,VENITIVE,VERBAL DEIXIS,Zhāngsān zǒu-jìn-qù le.,Zhangsan walk-enter-go ASP,'Zhangsan entered (away from the speaker/deictic center).',Sun & Bisang (personal communication),,2,2,2,1,1,2,3,1,1,0,1,0,0,1,1,0
,22026,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,dé  < 得 >,'get','get',LEXICAL,de < 得 >,POTENTIAL marker ,E-POSSIBILITY,MODALITY,Zhāngsān lā-de-kāi liánzi.,Zhangsan draw-DE-open curtain,'Zhangsan can draw the curtain open. (i.e. The curtain can be drawn open)',Sun & Bisang (personal communication),"This POTENTIAL marker is referred to as an ""infix"" (Li & Thompson 1981; cf. Packard 2011)",3,2,3,3,2,2,4,1,1,0,1,1,1,1,1,0
,22027,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,gēn < 跟 >,'follow','follow',LEXICAL,gēn < 跟 >,COMITATIVE marker ,COMITATIVE,CASE/ADPOSITION,Zhāngsān gēn Lĭsì dōu zài.,Zhangsan COM Lisi both be.here,'Zhangsan and Lisi are both here.',Sun & Bisang (personal communication),,3,2,2,1,1,2,4,1,1,0,1,0,0,1,1,0
,22028,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,gēn < 跟 >,'follow','follow',LEXICAL,gēn < 跟 >,"preposition/coverb 'behind, following' (in 'gēn-zhe')",BEHIND,CASE/ADPOSITION,Zhāngsān gēn-zhe Lĭsì zŏu zài hòumiàn.,Zhangsan following Lisi walk LOC back,'Zhsangsan walks behind Lisi.',Sun & Bisang (personal communication),,3,2,2,1,1,2,2,1,1,0,1,0,0,1,1,0
,22029,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,huì < 会(會) >,"'get together, meet'",'meet',LEXICAL,huì < 会(會) >,modal auxiliary (epistemic NECESSITY > FUTURE),FUTURE,TENSE,Zhāngsān huì chénggōng de.,Zhangsan will success DE,'Zhsangsan will be successful.',Sun & Bisang (personal communication),"semantic shift: 'get together, meet' > 'understand, know'",3,2,2,1,2,2,2,1,1,0,1,0,1,1,1,0
,22030,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,shēn < 身 >,'body','body',LEXICAL,shēn < 身 >,numeral CLASSIFIER,CLASSIFIER,NOUN CLASSIFICATION,yī shēn bĕnshì,one NCL skills,'(one's) skills',Sun & Bisang (personal communication),,3,2,2,1,2,3,4,1,1,0,1,0,1,1,1,0
,22031,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,gè < 个 (個/箇) >,'bamboo tree' [N],'bamboo',LEXICAL,gè < 个 >,general numeral CLASSIFIER,CLASSIFIER,NOUN CLASSIFICATION,sān gè rén,three NCL person,'three people',Sun & Bisang (personal communication),,3,2,2,1,3,3,4,1,1,0,1,0,1,1,1,0
,22032,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,shàng < 上 >,"'ascend [V]', 'upper side'","'ascend, upper side'",LEXICAL,shàng < 上 >,postposition or relational noun (for time/space marking),UP (SPATIAL),CASE/ADPOSITION,tā zài chuáng-shàng tǎng-zhe.,3sg LOC bed-on lie-DUR,'She/he is lying on the bed.',Sun & Bisang 2020: 632,,2,2,2,1,1,2,3,1,1,0,1,0,0,1,1,0
,22033,other sources,Handbook,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,shàng < 上 >,"'ascend [V]', 'upper side'","'ascend, upper side'",LEXICAL,shàng < 上 >,RESULTATIVE (PERFECTIVE) complement,PERFECTIVE,ASPECT,tā guān-shàng-le dēng.,3sg turn.off-ascend-PFV light,'She/he turned off the light.',Sun & Bisang (personal communication),,3,2,2,3,2,2,3,1,1,0,1,1,1,1,1,0
,22034,30 Sources,other,Sun & Bisang,SEA/Oceania,Eurasia,Sino-Tibetan,mand1415,cmn,Chinese,Mandarin,,bèi < 背 >,'back (body part)','back (body part)',LEXICAL,bèi < 背 > ,preposition/coverb 'with back to' (in 'bèi-zhe'),BEHIND,CASE/ADPOSITION,Zhāngsān bèi-zhe Lĭsì zuò.,Zhangsan with.back.to Lisi sit,'Zhsangsan sits with his back to Lisi.',Sun & Bisang (personal communication),,3,2,2,1,1,2,2,1,1,0,1,0,0,1,1,0
,14001,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,*e,'towards' (ALLATIVE postposition),'towards',CASE/ADPOSITION,-a,DATIVE,RECIPIENT (CASE),CASE/ADPOSITION,ses=di-ŋ-a,river=3SG.INAN-POSS-DAT,'to the River',Vajda 2020: 439,"Target Meaning also: ALLATIVE, ABLATIVE, Adessive Clitics",4,2,4,2,4,4,4,1,1,0,1,1,1,1,0,0
,14002,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,*bǝn,"'no, not'",NEGATION,NEGATIVE,-an,CARITIVE case marker,CARITIVE (CASE),CASE/ADPOSITION,ses-an,river-CAR,'without the/a river',Vajda 2020: 439,"no, not' > 'without' (postposition) > CARITIVE",4,2,4,3,4,4,4,1,1,0,1,1,1,1,0,0
,14003,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,ba'l,'gap','gap',LEXICAL,=bal=,between' (postposition),BETWEEN,CASE/ADPOSITION,a'q=na=bal-di-ŋ-a,trees=ANIM.PL.POSS=between-3INAN-POSS-DAT,'to (the place) between the trees',Vajda 2020: 440,,3,2,2,2,1,4,4,1,1,0,1,1,0,1,1,0
,14004,30 Sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,ʌqad,"'back, spine'",'back (body part)',LEXICAL,=ʌʌd=,top of ,UP (SPATIAL),CASE/ADPOSITION,tɯs=d=ǝːt=ka,rock=3INAN.POSS=top.of-LOC,'located on top of the rock',Vajda (personal communication),"postposition also followed by three  other case endings (ABL, DAT, ADES)",3,2,2,2,1,2,4,1,1,1,1,1,0,1,1,0
,14005,30 Sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kott1239,zko,Yeniseian,Kott,,(-ŋʷ-)həqad,(possessive connector-) 'back (body part)','back (body part)',LEXICAL,-(ŋ)ha:t,LOCATIVE case Suffix,LOCATIVE,CASE/ADPOSITION,ses-ka,river-LOC,'at the river',Vajda 2020: 439,"general locative meaning: 'at, on, in'",4,2,4,3,4,4,4,1,1,1,1,1,1,1,1,0
,14006,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,-ŋ,adjectival derivation marker,ADJECTIVIZER,WORD CLASS CHANGE,-ŋ,Adjective PLURAL AGREEMENT marker,AGREEMENT,AGREEMENT,qà-ŋ qu'-ŋ,big-PL tent-PL,'big tents',Vajda 2020: 442,,4,3,3,3,2,4,4,1,1,0,1,0,1,0,0,0
,14007,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,*ši-...-ŋw,Derivational marker (ADJECTIVIZER),ADJECTIVIZER,WORD CLASS CHANGE,ø,INFINITIVE,INFINITIVE,WORD CLASS CHANGE,suul-bɛ̀r-ɛsaŋ ap q'ɔj,sled-make.ANOM-TRANSL my wish,"'I want to make a sled.' (literally, 'To sled-make is my wish.')",Vajda 2020: 442,"Target Meaning also: Participle, Gerund; (Deriv. marker mostly reduced to Ø)",3,4,3,4,1,4,4,1,0,1,0,1,0,0,0,0
,14008,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,-ŋ,Derivational marker (NOMINALIZER),NOMINALIZER,WORD CLASS CHANGE,-(V)ŋ,Event PLURALITY,PLURACTIONALITY,NUMBER,bɛr-ɛŋ,do-ANOM,'to make many times',Vajda 2020: 443,(ANOM = action nominal suffix),3,3,3,3,1,4,4,2,0,0,1,0,0,0,0,1
,14009,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,"ja-, jʌ- + *-ej",DETRANSITIVIZING Prefix + (former) STATIVE-RESULTATIVE Suffix,INTRANSITIVE,VALENCY CHANGE,-ja- + -aj,STATIVE-RESULTATIVE Circumfix,RESULTATIVE (ASPECT),ASPECT,nan7-u6-k5-si4-ja1-bajaj0,bread7-3INAN.SBJ6-with5-PRES4-RESULT1-be.made0,'It has been made into bread.' ~ 'Bread has been made with it.',Vajda 2020: 445,Strengthening; resulting in a circumfix,3,1,3,3,3,4,4,1,0,0,0,0,1,0,0,0
,14010,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,*-jə,STATIVE,RESULTATIVE (ASPECT),ASPECT,-jə,3rd PERSON AGREEMENT marker,AGREEMENT,AGREEMENT,d8-in2-a-ŋ1-doq-ŋ0,3SBJ8-PST2-3SBJ-PL1-fly-PL0,'They flew',Vajda 2020: 446,,4,2,4,3,4,4,4,1,1,0,1,0,1,0,0,0
,14011,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,*-ŋʷ-,PERFECTIVE,PERFECTIVE,ASPECT,-ŋ,"PLURAL, PLURACTIONAL marker",PLURACTIONALITY,NUMBER,d8-in2-a-ŋ1-doq-ŋ0,3SBJ8-PST2-3SBJ-PL1-fly-PL0,'They flew',Vajda 2020: 446,,3,3,3,3,3,4,4,1,0,0,0,0,0,0,0,0
,14012,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,(*si-)ŋʷ-,(Conjugation marker-) PERFECTIVE marker,PERFECTIVE,ASPECT,-in,PAST,PAST,TENSE,d8-in2-qo0,3MASC.SBJ8-PST2-die0,'He died.',Vajda (personal communication),,3,2,4,3,4,4,4,1,0,0,1,0,1,0,0,0
,14013,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,-iŋ,PERFECTIVE ('change of state'),PERFECTIVE,ASPECT,-iŋ,ITERATIVE,ITERATIVE,ASPECT,b3-il2-a1-tel-iŋ0,3INAN.SBJ3-PST2-INTRANS1-freeze-PFV0,'It froze (many times).',Vajda 2020: 447,,3,2,3,3,1,4,4,1,0,0,0,0,0,0,0,0
,14014,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,(*qa-)*ŋʷ (*-j),(Conjugation marker-) PERFECTIVE marker (-RESULTATIVE),PERFECTIVE,ASPECT,qān,OPTATIVE,OPTATIVE,MODALITY,qān oŋ6-ɣ5-a4-tn0,OPT   3ANIM.PL.SBJ6-away5-PRES4--go0,'Let them leave.',Vajda (personal communication),,3,2,3,2,4,3,4,1,0,0,0,1,1,1,0,0
,14015,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,(*si-)ŋʷ,(Conjugation marker-) PERFECTIVE marker,PERFECTIVE,ASPECT,sim,CONDITIONAL,CONDITIONAL (CONJUNCTION),CONJUNCTION,sim oŋ6-ɣ5-o4-n2-den0,COND   3ANIM.PL.SBJ6-away5-PST4-PST2-go0,'If they had left (hypothetically)…',Vajda (personal communication),,3,2,3,2,4,3,4,1,0,0,0,1,1,1,0,0
,14016,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,Proto-Yeniseian,(*qa-)ŋʷ,(Conjugation marker-) PERFECTIVE marker,PERFECTIVE,ASPECT,qam,PROX FUTURE,"FUTURE, NEAR",TENSE,qam oŋ6-ɣ5-a4-tn0,PROX.FUT 3ANIM.PL.SBJ6-away5-PRES4-go0,'They will soon leave.',Vajda (personal communication),,3,2,3,2,3,3,4,1,0,0,0,1,1,1,0,0
,14017,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kott1239,zko,Yeniseian,Kott,,"-aŋ, -u, -toŋ, -oŋ",CONCORD Suffixes,AGREEMENT,AGREEMENT,"-aŋ, -u, -toŋ, -oŋ",Verbfinal Subject AGREEMENT,AGREEMENT,AGREEMENT,b4-a3-la2-paj0-aŋ-3,3INAN.OBJ4-PST3/2-make0-1SG.SBJ-3,'I made it.',Vajda 2020: 448,,4,2,4,3,3,4,4,1,0,0,0,0,1,0,0,0
,14018,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,bɛt,'make','make',LEXICAL,-bɛt,ITERATIVE for transitive verbs,ITERATIVE,ASPECT,d8-igbɛs6-ku6-ɣ5-o4-l2-bɛt0,1SBJ8-arrive.ANOM7-2SG.OBJ6-TH5-PST4/2-ITER.TRANS0,'I brought you.SG (many times)',Vajda 2020: 450,,3,2,3,3,1,4,4,1,1,0,1,1,0,1,1,0
,14019,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,-k,'together with' (postposition),COMITATIVE,CASE/ADPOSITION,-k-,TRANSITIVIZER for motion verbs,TRANSITIVIZER,VALENCY CHANGE,qima iliŋis da8=igda7-u6-k5-si4-bes0,grandma food 3FEM.SG.SBJ8=into.open.space7-3INAN.OBJ6-with5-PRES4-pass0,'Grandma brings (= comes with) food.',Vajda 2020: 452,,3,3,3,3,1,4,4,1,0,0,1,0,0,0,0,0
,14020,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,(-q-...-)dil-,('into'-) 'put','(into-) put',LEXICAL,-q-...-it,(INCEPTIVE) CAUSATIVE,CAUSATIVE,VALENCY CHANGE,da8=toʁojiŋ7-q5-i4-b3-it0,3FEM.SG.SBJ8=dry.ANOM7-inside5-PRES4-3INAM.OBJ3-put.once0,"'She starts drying him off (once).' (lit., 'She puts it once into drying')",Vajda 2020: 453,,3,2,3,3,1,4,1,1,1,0,1,1,0,1,0,0
,14021,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,du-,Verbal Subject AGREEMENT Prefix,AGREEMENT,AGREEMENT,-du,Nominal Subject AGREEMENT Suffix,AGREEMENT,AGREEMENT,bɯd-du,strong-3MASC.SG.SBJ,'He is strong.',Vajda 2020: 454,,4,2,4,3,3,4,4,1,0,0,0,0,0,0,0,0
,14022,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,kupka,postposition BEFORE ,BEFORE (TEMPORAL),CASE/ADPOSITION,-kupka,subordinate clause suffix (temporal subordinator),SUBORDINATOR,CONJUNCTION,"āt qarɛ ɛŋŋuŋ bɔ-ɣɔtn-kupka, āt qasɛŋ ki' iŋɢus=t hapto",I that village 1SG.SBJ-go-before I there new house=1SBJ build.it,"'Before moving to that village, I'll build a new house there.'",Vajda 2020: 457,,3,2,3,3,1,4,4,1,0,0,1,1,0,1,0,0
,14023,other sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,bila,'how',W-QUESTION,QUESTION,bila,COMPLEMENTIZER,COMPLEMENTIZER,CONJUNCTION,sīn baam ɛndirunsɔŋ bila kʌ'j ,decrepit old.woman 3FEM.SG.SBJ.forgot how walk.ANOM,'The decrepit old woman forgot how to walk.',Vajda 2020: 458,,3,1,2,1,1,2,4,1,0,0,0,0,0,1,0,0
,14024,30 Sources,Handbook,Vajda,Eurasia (excl. SEA),Eurasia,Yeniseian,kett1243,ket,Yeniseian,Ket,,qorɛ,DEMONSTRATIVE (distal),DISTAL (SPATIAL),DEMONSTRATIVE,qorɛ,RELATIVIZER,RELATIVIZER,RELATIVIZATION,kisɛŋ qīm qorɛ=ra aŋ-ɢ-ej,here woman REL=3FEM.SG.SBJ 3ANIM.PL.OBJ-PST-kill,'Here is the woman that killed them.',Vajda 2020: 459,,3,1,2,1,1,3,1,1,1,0,0,0,0,1,0,0
,5001,other sources,Handbook,Vanhove,Africa,Africa,Afro-Asiatic,beja1238,bej,Beja,Beja,,bar(-uːk),possession(s)' (POSS [here: 2SG.M],'possession',LEXICAL,baruːk,'you (SG)' (personal PRONOUN),PERSONAL PRONOUN,PRONOUN/PROVERB,baruːk oː=buːn gʷʔa-ti,2SG.M.NOM DEF.SG.M.ACC=coffee drink-AOR.2SG.M,'You have drunk the coffee.',Vanhove 2020: 674,bar- is only used for 2nd and 3rd persons SG and PL,2,2,2,1,1,1,3,1,0,0,1,0,0,0,1,0
,5002,other sources,Handbook,Vanhove,Africa,Africa,Afro-Asiatic,beja1238,bej,Beja,Beja,,(i=)kna(=ji),(DEF=) 'owner' (= POSS [here: 1SG]),'owner',LEXICAL,(i=)kna(=ji),adnominal INTENSIFIER,INTENSIFIER,OTHER,ani i=kina=ji bak daː-s-eːti a-ndʔi,1SG.NOM DEF.M=PRO.REFL=POSS.1SG.NOM DEICT.MNR be_there-CAUS-CVB.GNRL 1SG-do\IPFV1,"'As for me, I would let the matter drop.'",Vanhove 2020: 664,"in isolation, the word is 'kina'",3,2,2,1,1,3,1,1,1,1,1,0,0,1,0,0
