ID,Construction_ID,Parameter_ID,Code_ID,Value,Source,Comment,Example_IDs
769-value-decategorization,769,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
769-value-allomorphy,769,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
769-change-semantic-integrity,769,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
769-change-phonetic-reduction,769,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
769-change-paradigmaticity,769,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
769-change-bondedness,769,change-bondedness,change-bondedness-0,0 no,,,
769-change-paradigmatic-variability,769,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
769-change-syntagmatic-variability,769,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
769-change-decategorization,769,change-decategorization,change-decategorization-1,1 yes,,,
769-change-allomorphy,769,change-allomorphy,change-allomorphy-0,0 no,,,
770-target-meaning-type,770,target-meaning-type,target-meaning-type-valencychange,VALENCY CHANGE,,,
770-source,770,source,,'be' (COPULA),,esse,21014-esse-ser-passive
770-value-semantic-integrity,770,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
770-value-phonetic-reduction,770,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
770-value-paradigmaticity,770,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
770-value-bondedness,770,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
770-value-paradigmatic-variability,770,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
770-value-syntagmatic-variability,770,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
770-value-decategorization,770,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
770-value-allomorphy,770,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
770-change-semantic-integrity,770,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
770-change-phonetic-reduction,770,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
770-change-paradigmaticity,770,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
770-change-bondedness,770,change-bondedness,change-bondedness-0,0 no,,,
770-change-paradigmatic-variability,770,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
770-change-syntagmatic-variability,770,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
770-change-decategorization,770,change-decategorization,change-decategorization-1,1 yes,,,
770-change-allomorphy,770,change-allomorphy,change-allomorphy-0,0 no,,,
771-target-meaning-type,771,target-meaning-type,target-meaning-type-valencychange,VALENCY CHANGE,,,
771-source,771,source,,'remain' [V],,quedar,21015-quedar-quedar-passive
771-value-semantic-integrity,771,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
771-value-phonetic-reduction,771,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
771-value-paradigmaticity,771,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
771-value-bondedness,771,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
771-value-paradigmatic-variability,771,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
771-value-syntagmatic-variability,771,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
771-value-decategorization,771,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
771-value-allomorphy,771,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
771-change-semantic-integrity,771,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
771-change-phonetic-reduction,771,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
771-change-paradigmaticity,771,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
771-change-bondedness,771,change-bondedness,change-bondedness-0,0 no,,,
771-change-paradigmatic-variability,771,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
771-change-syntagmatic-variability,771,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
771-change-decategorization,771,change-decategorization,change-decategorization-1,1 yes,,,
771-change-allomorphy,771,change-allomorphy,change-allomorphy-0,0 no,,,
772-target-meaning-type,772,target-meaning-type,target-meaning-type-definiteness,DEFINITENESS,,,
772-source,772,source,,(DEFINITE ARTICLE +) 'people',,(la +) gente,21016-lagente-lagente-indefinite
772-value-semantic-integrity,772,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
772-value-phonetic-reduction,772,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
772-value-paradigmaticity,772,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
772-value-bondedness,772,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
772-value-paradigmatic-variability,772,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
772-value-syntagmatic-variability,772,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
772-value-decategorization,772,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
772-value-allomorphy,772,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
772-change-semantic-integrity,772,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
772-change-phonetic-reduction,772,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
772-change-paradigmaticity,772,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
772-change-bondedness,772,change-bondedness,change-bondedness-0,0 no,,,
772-change-paradigmatic-variability,772,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
772-change-syntagmatic-variability,772,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
772-change-decategorization,772,change-decategorization,change-decategorization-0,0 no,,,
772-change-allomorphy,772,change-allomorphy,change-allomorphy-0,0 no,,,
773-target-meaning-type,773,target-meaning-type,target-meaning-type-tense,TENSE,,,
773-source,773,source,,"'go, walk' (+ ALLATIVE preposition)",,ir (+ a),21017-ira-ira-future
773-value-semantic-integrity,773,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
773-value-phonetic-reduction,773,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
773-value-paradigmaticity,773,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
773-value-bondedness,773,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
773-value-paradigmatic-variability,773,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
773-value-syntagmatic-variability,773,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
773-value-decategorization,773,value-decategorization,value-decategorization-3,3 absence of most properties,,,
773-value-allomorphy,773,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
773-change-semantic-integrity,773,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
773-change-phonetic-reduction,773,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
773-change-paradigmaticity,773,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
773-change-bondedness,773,change-bondedness,change-bondedness-0,0 no,,,
773-change-paradigmatic-variability,773,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
773-change-syntagmatic-variability,773,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
773-change-decategorization,773,change-decategorization,change-decategorization-1,1 yes,,,
773-change-allomorphy,773,change-allomorphy,change-allomorphy-0,0 no,,,
774-target-meaning-type,774,target-meaning-type,target-meaning-type-tense,TENSE,,,
774-source,774,source,,'end' (≈ finish) (+ ABLATIVE preposition),,acabar (+ de),21018-acabarde-acabarde-pastnear
774-value-semantic-integrity,774,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
774-value-phonetic-reduction,774,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
774-value-paradigmaticity,774,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
774-value-bondedness,774,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
774-value-paradigmatic-variability,774,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
774-value-syntagmatic-variability,774,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
774-value-decategorization,774,value-decategorization,value-decategorization-3,3 absence of most properties,,,
774-value-allomorphy,774,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
774-change-semantic-integrity,774,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
774-change-phonetic-reduction,774,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
774-change-paradigmaticity,774,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
774-change-bondedness,774,change-bondedness,change-bondedness-0,0 no,,,
774-change-paradigmatic-variability,774,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
774-change-syntagmatic-variability,774,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
774-change-decategorization,774,change-decategorization,change-decategorization-1,1 yes,,,
774-change-allomorphy,774,change-allomorphy,change-allomorphy-0,0 no,,,
775-target-meaning-type,775,target-meaning-type,target-meaning-type-aspect,ASPECT,,,
775-source,775,source,,'have',,haber,21019-haber-haber-perfectaspect
775-value-semantic-integrity,775,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
775-value-phonetic-reduction,775,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
775-value-paradigmaticity,775,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
775-value-bondedness,775,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
775-value-paradigmatic-variability,775,value-paradigmatic-variability,value-paradigmatic-variability-4,4 general obligatoriness,,,
775-value-syntagmatic-variability,775,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
775-value-decategorization,775,value-decategorization,value-decategorization-3,3 absence of most properties,,,
775-value-allomorphy,775,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
775-change-semantic-integrity,775,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
775-change-phonetic-reduction,775,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
775-change-paradigmaticity,775,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
775-change-bondedness,775,change-bondedness,change-bondedness-0,0 no,,,
775-change-paradigmatic-variability,775,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
775-change-syntagmatic-variability,775,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
775-change-decategorization,775,change-decategorization,change-decategorization-1,1 yes,,,
775-change-allomorphy,775,change-allomorphy,change-allomorphy-0,0 no,,,
776-target-meaning-type,776,target-meaning-type,target-meaning-type-aspect,ASPECT,,,
776-source,776,source,,'be' (COPULA),,estar,21020-estar-estar-progressive
776-value-semantic-integrity,776,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
776-value-phonetic-reduction,776,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
776-value-paradigmaticity,776,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
776-value-bondedness,776,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
776-value-paradigmatic-variability,776,value-paradigmatic-variability,value-paradigmatic-variability-4,4 general obligatoriness,,,
776-value-syntagmatic-variability,776,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
776-value-decategorization,776,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
776-value-allomorphy,776,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
776-change-semantic-integrity,776,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
776-change-phonetic-reduction,776,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
776-change-paradigmaticity,776,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
776-change-bondedness,776,change-bondedness,change-bondedness-0,0 no,,,
776-change-paradigmatic-variability,776,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
776-change-syntagmatic-variability,776,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
776-change-decategorization,776,change-decategorization,change-decategorization-1,1 yes,,,
776-change-allomorphy,776,change-allomorphy,change-allomorphy-0,0 no,,,
777-target-meaning-type,777,target-meaning-type,target-meaning-type-aspect,ASPECT,,,
777-source,777,source,,'walk' [V],,andar,21021-andar-andar-progressive
777-value-semantic-integrity,777,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
777-value-phonetic-reduction,777,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
777-value-paradigmaticity,777,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
777-value-bondedness,777,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
777-value-paradigmatic-variability,777,value-paradigmatic-variability,value-paradigmatic-variability-4,4 general obligatoriness,,,
777-value-syntagmatic-variability,777,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
777-value-decategorization,777,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
777-value-allomorphy,777,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
777-change-semantic-integrity,777,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
777-change-phonetic-reduction,777,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
777-change-paradigmaticity,777,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
777-change-bondedness,777,change-bondedness,change-bondedness-0,0 no,,,
777-change-paradigmatic-variability,777,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
777-change-syntagmatic-variability,777,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
777-change-decategorization,777,change-decategorization,change-decategorization-1,1 yes,,,
777-change-allomorphy,777,change-allomorphy,change-allomorphy-0,0 no,,,
778-target-meaning-type,778,target-meaning-type,target-meaning-type-modality,MODALITY,,,
778-source,778,source,,'have',,haber,21022-haber-haber-enecessity
778-value-semantic-integrity,778,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
778-value-phonetic-reduction,778,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
778-value-paradigmaticity,778,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
778-value-bondedness,778,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
778-value-paradigmatic-variability,778,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
778-value-syntagmatic-variability,778,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
778-value-decategorization,778,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
778-value-allomorphy,778,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
778-change-semantic-integrity,778,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
778-change-phonetic-reduction,778,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
778-change-paradigmaticity,778,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
778-change-bondedness,778,change-bondedness,change-bondedness-0,0 no,,,
778-change-paradigmatic-variability,778,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
778-change-syntagmatic-variability,778,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
778-change-decategorization,778,change-decategorization,change-decategorization-1,1 yes,,,
778-change-allomorphy,778,change-allomorphy,change-allomorphy-0,0 no,,,
779-target-meaning-type,779,target-meaning-type,target-meaning-type-modality,MODALITY,,,
779-source,779,source,,deontic MODALITY aux,,deber,21023-deber-deber-enecessity
779-value-semantic-integrity,779,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
779-value-phonetic-reduction,779,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
779-value-paradigmaticity,779,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
779-value-bondedness,779,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
779-value-paradigmatic-variability,779,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
779-value-syntagmatic-variability,779,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
779-value-decategorization,779,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
779-value-allomorphy,779,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
779-change-semantic-integrity,779,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
779-change-phonetic-reduction,779,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
779-change-paradigmaticity,779,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
779-change-bondedness,779,change-bondedness,change-bondedness-0,0 no,,,
779-change-paradigmatic-variability,779,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
779-change-syntagmatic-variability,779,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
779-change-decategorization,779,change-decategorization,change-decategorization-0,0 no,,,
779-change-allomorphy,779,change-allomorphy,change-allomorphy-0,0 no,,,
780-target-meaning-type,780,target-meaning-type,target-meaning-type-relativization,RELATIVIZATION,,,
780-source,780,source,,RELATIVE PRONOUN,,qui,21024-qui-que-relativizer
780-value-semantic-integrity,780,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
780-value-phonetic-reduction,780,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
780-value-paradigmaticity,780,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
780-value-bondedness,780,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
780-value-paradigmatic-variability,780,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
780-value-syntagmatic-variability,780,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
780-value-decategorization,780,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
780-value-allomorphy,780,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
780-change-semantic-integrity,780,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
780-change-phonetic-reduction,780,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
780-change-paradigmaticity,780,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
780-change-bondedness,780,change-bondedness,change-bondedness-0,0 no,,,
780-change-paradigmatic-variability,780,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
780-change-syntagmatic-variability,780,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
780-change-decategorization,780,change-decategorization,change-decategorization-1,1 yes,,,
780-change-allomorphy,780,change-allomorphy,change-allomorphy-0,0 no,,,
781-target-meaning-type,781,target-meaning-type,target-meaning-type-conjunction,CONJUNCTION,,,
781-source,781,source,,RELATIVIZER,,que,21025-que-que-complementizer
781-value-semantic-integrity,781,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
781-value-phonetic-reduction,781,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
781-value-paradigmaticity,781,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
781-value-bondedness,781,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
781-value-paradigmatic-variability,781,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
781-value-syntagmatic-variability,781,value-syntagmatic-variability,value-syntagmatic-variability-1,1 free word order,,,
781-value-decategorization,781,value-decategorization,value-decategorization-4,4 total decategorization,,,
781-value-allomorphy,781,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
781-change-semantic-integrity,781,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
781-change-phonetic-reduction,781,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
781-change-paradigmaticity,781,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
781-change-bondedness,781,change-bondedness,change-bondedness-0,0 no,,,
781-change-paradigmatic-variability,781,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
781-change-syntagmatic-variability,781,change-syntagmatic-variability,change-syntagmatic-variability-0,0 no,,,
781-change-decategorization,781,change-decategorization,change-decategorization-0,0 no,,,
781-change-allomorphy,781,change-allomorphy,change-allomorphy-0,0 no,,,
782-target-meaning-type,782,target-meaning-type,target-meaning-type-valencychange,VALENCY CHANGE,,,
782-source,782,source,,"'do, make'",,hacer,21028-hacer-hacer-causative
782-value-semantic-integrity,782,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
782-value-phonetic-reduction,782,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
782-value-paradigmaticity,782,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
782-value-bondedness,782,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
782-value-paradigmatic-variability,782,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
782-value-syntagmatic-variability,782,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
782-value-decategorization,782,value-decategorization,value-decategorization-1,1 no change in categorial properties,,,
782-value-allomorphy,782,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
782-change-semantic-integrity,782,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
782-change-phonetic-reduction,782,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
782-change-paradigmaticity,782,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
782-change-bondedness,782,change-bondedness,change-bondedness-0,0 no,,,
782-change-paradigmatic-variability,782,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
782-change-syntagmatic-variability,782,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
782-change-decategorization,782,change-decategorization,change-decategorization-0,0 no,,,
782-change-allomorphy,782,change-allomorphy,change-allomorphy-0,0 no,,,
783-target-meaning-type,783,target-meaning-type,target-meaning-type-aspect,ASPECT,,,
783-source,783,source,,'come',,venire,21031-venire-venir-durative
783-value-semantic-integrity,783,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
783-value-phonetic-reduction,783,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
783-value-paradigmaticity,783,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
783-value-bondedness,783,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
783-value-paradigmatic-variability,783,value-paradigmatic-variability,value-paradigmatic-variability-2,2 restricted obligatoriness,,,
783-value-syntagmatic-variability,783,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
783-value-decategorization,783,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
783-value-allomorphy,783,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
783-change-semantic-integrity,783,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
783-change-phonetic-reduction,783,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
783-change-paradigmaticity,783,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
783-change-bondedness,783,change-bondedness,change-bondedness-0,0 no,,,
783-change-paradigmatic-variability,783,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
783-change-syntagmatic-variability,783,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
783-change-decategorization,783,change-decategorization,change-decategorization-1,1 yes,,,
783-change-allomorphy,783,change-allomorphy,change-allomorphy-0,0 no,,,
784-target-meaning-type,784,target-meaning-type,target-meaning-type-valencychange,VALENCY CHANGE,,,
784-source,784,source,,'do',,facere,21033-facere-hacer-causative
784-value-semantic-integrity,784,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
784-value-phonetic-reduction,784,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
784-value-paradigmaticity,784,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
784-value-bondedness,784,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
784-value-paradigmatic-variability,784,value-paradigmatic-variability,value-paradigmatic-variability-2,2 restricted obligatoriness,,,
784-value-syntagmatic-variability,784,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
784-value-decategorization,784,value-decategorization,value-decategorization-3,3 absence of most properties,,,
784-value-allomorphy,784,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
784-change-semantic-integrity,784,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
784-change-phonetic-reduction,784,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
784-change-paradigmaticity,784,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
784-change-bondedness,784,change-bondedness,change-bondedness-0,0 no,,,
784-change-paradigmatic-variability,784,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
784-change-syntagmatic-variability,784,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
784-change-decategorization,784,change-decategorization,change-decategorization-1,1 yes,,,
784-change-allomorphy,784,change-allomorphy,change-allomorphy-0,0 no,,,
785-target-meaning-type,785,target-meaning-type,target-meaning-type-aspect,ASPECT,,,
785-source,785,source,,'go',,ir,21037-ir-ir-durative
785-value-semantic-integrity,785,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
785-value-phonetic-reduction,785,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
785-value-paradigmaticity,785,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
785-value-bondedness,785,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
785-value-paradigmatic-variability,785,value-paradigmatic-variability,value-paradigmatic-variability-4,4 general obligatoriness,,,
785-value-syntagmatic-variability,785,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
785-value-decategorization,785,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
785-value-allomorphy,785,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
785-change-semantic-integrity,785,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
785-change-phonetic-reduction,785,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
785-change-paradigmaticity,785,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
785-change-bondedness,785,change-bondedness,change-bondedness-0,0 no,,,
785-change-paradigmatic-variability,785,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
785-change-syntagmatic-variability,785,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
785-change-decategorization,785,change-decategorization,change-decategorization-1,1 yes,,,
785-change-allomorphy,785,change-allomorphy,change-allomorphy-0,0 no,,,
786-target-meaning-type,786,target-meaning-type,target-meaning-type-definiteness,DEFINITENESS,,,
786-source,786,source,,numeral 'one'  (ACC.M/F),,unum/-am,21043-unumam-unumam-indefinitearticle
786-value-semantic-integrity,786,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
786-value-phonetic-reduction,786,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
786-value-paradigmaticity,786,value-paradigmaticity,value-paradigmaticity-4,4 a small and homogeneous paradigm,,,
786-value-bondedness,786,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
786-value-paradigmatic-variability,786,value-paradigmatic-variability,value-paradigmatic-variability-3,3 predominant obligatoriness,,,
786-value-syntagmatic-variability,786,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
786-value-decategorization,786,value-decategorization,value-decategorization-3,3 absence of most properties,,,
786-value-allomorphy,786,value-allomorphy,value-allomorphy-4,4 lexically conditioned allomorphy,,,
786-change-semantic-integrity,786,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
786-change-phonetic-reduction,786,change-phonetic-reduction,change-phonetic-reduction-1,1 yes,,,
786-change-paradigmaticity,786,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
786-change-bondedness,786,change-bondedness,change-bondedness-0,0 no,,,
